Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
Brazil,1997,35-39,35,5,5852.535,6032.58,11885.115
Brazil,1997,40-44,40,5,4934.377,5126.291,10060.668
Brazil,1997,45-49,45,5,4012.1059999999998,4207.4490000000005,8219.555
Brazil,1997,50-54,50,5,3072.5209999999997,3270.275,6342.795999999999
Brazil,1997,55-59,55,5,2513.6220000000003,2735.562,5249.184
Brazil,1997,60-64,60,5,1971.1879999999999,2210.335,4181.523
Brazil,1997,65-69,65,5,1489.569,1750.7060000000001,3240.275
Brazil,1997,70-74,70,5,1038.127,1291.18,2329.3070000000002
Brazil,1997,75-79,75,5,606.702,814.425,1421.1270000000002
Brazil,1997,80-84,80,5,324.556,474.543,799.0989999999999
Brazil,1997,85-89,85,5,137.718,223.203,360.921
Brazil,1997,90-94,90,5,37.507,69.928,107.435
Brazil,1997,95-99,95,5,6.607,13.627,20.234
Brazil,1997,100+,100,-1,0.442,0.883,1.325
Brazil,1998,0-4,0,5,8932.927,8589.466,17522.393
Brazil,1998,5-9,5,5,8834.138,8534.507,17368.645
Brazil,1998,10-14,10,5,9068.53,8820.136,17888.666
Brazil,1998,15-19,15,5,8843.169,8675.304,17518.473
Brazil,1998,20-24,20,5,7833.139,7779.293000000001,15612.431999999999
Brazil,1998,25-29,25,5,7091.893,7150.744000000001,14242.636999999999
Brazil,1998,30-34,30,5,6718.02,6864.644,13582.663999999999
Brazil,1998,35-39,35,5,6028.8859999999995,6220.706999999999,12249.593
Brazil,1998,40-44,40,5,5071.049,5276.105,10347.154
Brazil,1998,45-49,45,5,4174.906,4383.826,8558.732
Brazil,1998,50-54,50,5,3217.132,3426.865,6643.996999999999
Brazil,1998,55-59,55,5,2543.685,2772.49,5316.175
Brazil,1998,60-64,60,5,2060.743,2314.89,4375.633
Brazil,1998,65-69,65,5,1507.07,1776.2620000000002,3283.3320000000003
Brazil,1998,70-74,70,5,1089.343,1360.168,2449.511
Brazil,1998,75-79,75,5,631.264,851.182,1482.4460000000001
Brazil,1998,80-84,80,5,332.608,490.145,822.753
Brazil,1998,85-89,85,5,144.388,235.033,379.421
Brazil,1998,90-94,90,5,40.475,75.41,115.885
Brazil,1998,95-99,95,5,7.601,15.628,23.229
Brazil,1998,100+,100,-1,0.493,0.9890000000000001,1.482
Brazil,1999,0-4,0,5,8920.074,8575.698,17495.772
Brazil,1999,5-9,5,5,8818.676,8512.530999999999,17331.207
Brazil,1999,10-14,10,5,8999.673,8742.162,17741.835
Brazil,1999,15-19,15,5,8981.844000000001,8800.724,17782.568
Brazil,1999,20-24,20,5,8019.661999999999,7957.19,15976.851999999999
Brazil,1999,25-29,25,5,7161.781999999999,7215.809,14377.591
Brazil,1999,30-34,30,5,6775.456999999999,6924.384,13699.841
Brazil,1999,35-39,35,5,6189.045,6391.784000000001,12580.829
Brazil,1999,40-44,40,5,5214.819,5433.024,10647.843
Brazil,1999,45-49,45,5,4335.2970000000005,4558.375,8893.671999999999
Brazil,1999,50-54,50,5,3370.853,3593.2729999999997,6964.126
Brazil,1999,55-59,55,5,2591.861,2827.2340000000004,5419.095
Brazil,1999,60-64,60,5,2142.947,2411.3089999999997,4554.255999999999
Brazil,1999,65-69,65,5,1536.589,1814.691,3351.28
Brazil,1999,70-74,70,5,1134.8139999999999,1423.5079999999998,2558.322
Brazil,1999,75-79,75,5,659.7719999999999,895.045,1554.817
Brazil,1999,80-84,80,5,341.351,508.202,849.553
Brazil,1999,85-89,85,5,148.112,244.80599999999998,392.918
Brazil,1999,90-94,90,5,41.67,79.09899999999999,120.76899999999999
Brazil,1999,95-99,95,5,7.742000000000001,16.134,23.875999999999998
Brazil,1999,100+,100,-1,0.546,1.1059999999999999,1.652
Brazil,2000,0-4,0,5,8883.973,8539.722,17423.695
Brazil,2000,5-9,5,5,8800.044,8489.301,17289.345
Brazil,2000,10-14,10,5,8941.319,8674.661,17615.98
Brazil,2000,15-19,15,5,9069.399,8874.12,17943.519
Brazil,2000,20-24,20,5,8207.081,8134.093000000001,16341.173999999999
Brazil,2000,25-29,25,5,7262.53,7310.647,14573.177
Brazil,2000,30-34,30,5,6829.7480000000005,6979.513000000001,13809.261
Brazil,2000,35-39,35,5,6322.753000000001,6534.959,12857.712
Brazil,2000,40-44,40,5,5370.545,5602.005999999999,10972.551000000001
Brazil,2000,45-49,45,5,4491.1179999999995,4728.655,9219.773000000001
Brazil,2000,50-54,50,5,3526.616,3762.08,7288.696
Brazil,2000,55-59,55,5,2669.2709999999997,2912.215,5581.486
Brazil,2000,60-64,60,5,2209.339,2489.5429999999997,4698.8820000000005
Brazil,2000,65-69,65,5,1584.646,1873.756,3458.402
Brazil,2000,70-74,70,5,1171.651,1476.9170000000001,2648.5679999999998
Brazil,2000,75-79,75,5,692.932,946.547,1639.479
Brazil,2000,80-84,80,5,351.809,530.3480000000001,882.1569999999999
Brazil,2000,85-89,85,5,148.94,252.771,401.711
Brazil,2000,90-94,90,5,40.828,81.329,122.15700000000001
Brazil,2000,95-99,95,5,6.4910000000000005,14.287,20.778000000000002
Brazil,2000,100+,100,-1,0.601,1.235,1.8359999999999999
Brazil,2001,0-4,0,5,8878.565999999999,8533.152,17411.718
Brazil,2001,5-9,5,5,8787.215,8471.123,17258.338
Brazil,2001,10-14,10,5,8886.39,8613.232,17499.622
Brazil,2001,15-19,15,5,9092.407,8892.673,17985.08
Brazil,2001,20-24,20,5,8386.971,8306.574,16693.545
Brazil,2001,25-29,25,5,7387.1669999999995,7429.129,14816.296
Brazil,2001,30-34,30,5,6876.271,7024.394,13900.665
Brazil,2001,35-39,35,5,6427.9980000000005,6647.554,13075.552
Brazil,2001,40-44,40,5,5529.585,5775.214,11304.798999999999
Brazil,2001,45-49,45,5,4632.896,4886.878,9519.774
Brazil,2001,50-54,50,5,3675.757,3928.748,7604.505
Brazil,2001,55-59,55,5,2762.802,3016.969,5779.771
Brazil,2001,60-64,60,5,2255.514,2545.188,4800.702
Brazil,2001,65-69,65,5,1643.381,1942.8470000000002,3586.228
Brazil,2001,70-74,70,5,1196.822,1511.5870000000002,2708.409
Brazil,2001,75-79,75,5,730.68,997.595,1728.275
Brazil,2001,80-84,80,5,370.92699999999996,557.438,928.365
Brazil,2001,85-89,85,5,159.325,268.215,427.54
Brazil,2001,90-94,90,5,47.57,92.559,140.129
Brazil,2001,95-99,95,5,7.718999999999999,16.985,24.704
Brazil,2001,100+,100,-1,0.657,1.3769999999999998,2.0340000000000003
Brazil,2002,0-4,0,5,8791.091,8447.777,17238.868000000002
Brazil,2002,5-9,5,5,8797.023000000001,8475.786,17272.808999999997
Brazil,2002,10-14,10,5,8845.885,8564.823,17410.708
Brazil,2002,15-19,15,5,9068.621,8862.405,17931.026
Brazil,2002,20-24,20,5,8573.673,8485.0,17058.673
Brazil,2002,25-29,25,5,7542.7880000000005,7578.78,15121.568000000001
Brazil,2002,30-34,30,5,6921.059,7066.025,13987.083999999999
Brazil,2002,35-39,35,5,6514.383000000001,6739.105,13253.488000000001
Brazil,2002,40-44,40,5,5703.484,5962.85,11666.333999999999
Brazil,2002,45-49,45,5,4769.688,5039.27,9808.958
Brazil,2002,50-54,50,5,3831.482,4102.271,7933.753000000001
Brazil,2002,55-59,55,5,2882.22,3150.4390000000003,6032.659000000001
Brazil,2002,60-64,60,5,2289.43,2586.433,4875.863
Brazil,2002,65-69,65,5,1720.839,2034.05,3754.889
Brazil,2002,70-74,70,5,1215.0739999999998,1537.693,2752.7670000000003
Brazil,2002,75-79,75,5,772.302,1055.962,1828.264
Brazil,2002,80-84,80,5,389.088,585.74,974.828
Brazil,2002,85-89,85,5,167.18400000000003,281.122,448.306
Brazil,2002,90-94,90,5,52.723,100.87899999999999,153.602
Brazil,2002,95-99,95,5,9.716000000000001,21.103,30.819000000000003
Brazil,2002,100+,100,-1,0.718,1.5390000000000001,2.2569999999999997
Brazil,2003,0-4,0,5,8648.299,8309.372,16957.671000000002
Brazil,2003,5-9,5,5,8822.302,8496.809000000001,17319.111
Brazil,2003,10-14,10,5,8814.828000000001,8525.674,17340.502
Brazil,2003,15-19,15,5,9012.969000000001,8797.25,17810.218999999997
Brazil,2003,20-24,20,5,8747.751,8650.22,17397.971
Brazil,2003,25-29,25,5,7719.731,7749.945,15469.676000000001
Brazil,2003,30-34,30,5,6972.485,7113.1359999999995,14085.621000000001
Brazil,2003,35-39,35,5,6584.495,6812.267,13396.761999999999
Brazil,2003,40-44,40,5,5879.706,6151.904,12031.61
Brazil,2003,45-49,45,5,4905.634,5190.094,10095.728000000001
Brazil,2003,50-54,50,5,3990.071,4278.375,8268.446
Brazil,2003,55-59,55,5,3020.395,3305.28,6325.675
Brazil,2003,60-64,60,5,2322.426,2625.389,4947.815
Brazil,2003,65-69,65,5,1806.515,2135.487,3942.002
Brazil,2003,70-74,70,5,1234.354,1564.019,2798.373
Brazil,2003,75-79,75,5,813.942,1116.805,1930.747
Brazil,2003,80-84,80,5,407.259,616.656,1023.915
Brazil,2003,85-89,85,5,172.86700000000002,292.297,465.164
Brazil,2003,90-94,90,5,56.41,107.456,163.86599999999999
Brazil,2003,95-99,95,5,11.356,24.504,35.86
Brazil,2003,100+,100,-1,0.7859999999999999,1.724,2.51
Brazil,2004,0-4,0,5,8486.324,8152.698,16639.022
Brazil,2004,5-9,5,5,8843.448,8515.392,17358.84
Brazil,2004,10-14,10,5,8791.042,8494.263,17285.305
Brazil,2004,15-19,15,5,8950.099,8722.105,17672.203999999998
Brazil,2004,20-24,20,5,8882.641,8775.701,17658.342
Brazil,2004,25-29,25,5,7903.783,7927.984,15831.767
Brazil,2004,30-34,30,5,7043.376,7179.135,14222.511
Brazil,2004,35-39,35,5,6644.066,6873.076999999999,13517.143
Brazil,2004,40-44,40,5,6039.5419999999995,6322.899,12362.441
Brazil,2004,45-49,45,5,5048.246,5347.1,10395.346
Brazil,2004,50-54,50,5,4146.637,4451.8859999999995,8598.523000000001
Brazil,2004,55-59,55,5,3166.6290000000004,3469.548,6636.177
Brazil,2004,60-64,60,5,2371.5570000000002,2681.2459999999996,5052.803
Brazil,2004,65-69,65,5,1885.076,2229.225,4114.3009999999995
Brazil,2004,70-74,70,5,1265.0539999999999,1603.174,2868.228
Brazil,2004,75-79,75,5,850.2719999999999,1172.7,2022.9720000000002
Brazil,2004,80-84,80,5,426.904,651.964,1078.868
Brazil,2004,85-89,85,5,177.731,304.388,482.119
Brazil,2004,90-94,90,5,57.725,111.67200000000001,169.39700000000002
Brazil,2004,95-99,95,5,11.744000000000002,25.62,37.364000000000004
Brazil,2004,100+,100,-1,0.868,1.9380000000000002,2.806
Brazil,2005,0-4,0,5,8332.011,8003.215,16335.226
Brazil,2005,5-9,5,5,8833.692,8505.479,17339.171000000002
Brazil,2005,10-14,10,5,8778.484,8474.7,17253.183999999997
Brazil,2005,15-19,15,5,8896.344000000001,8654.623,17550.967
Brazil,2005,20-24,20,5,8964.101999999999,8846.433,17810.535
Brazil,2005,25-29,25,5,8084.960999999999,8102.37,16187.331
Brazil,2005,30-34,30,5,7141.753000000001,7272.56,14414.313
Brazil,2005,35-39,35,5,6698.411,6927.168000000001,13625.579
Brazil,2005,40-44,40,5,6172.081,6464.380999999999,12636.462
Brazil,2005,45-49,45,5,5201.589,5514.446999999999,10716.036
Brazil,2005,50-54,50,5,4298.312,4619.897,8918.209
Brazil,2005,55-59,55,5,3314.5609999999997,3635.6009999999997,6950.161999999999
Brazil,2005,60-64,60,5,2446.519,2765.5840000000003,5212.103
Brazil,2005,65-69,65,5,1948.836,2305.666,4254.502
Brazil,2005,70-74,70,5,1312.119,1661.721,2973.84
Brazil,2005,75-79,75,5,879.5830000000001,1220.185,2099.768
Brazil,2005,80-84,80,5,448.881,692.684,1141.565
Brazil,2005,85-89,85,5,182.322,318.819,501.14099999999996
Brazil,2005,90-94,90,5,56.335,113.833,170.168
Brazil,2005,95-99,95,5,10.23,23.462,33.692
Brazil,2005,100+,100,-1,0.966,2.188,3.154
Brazil,2006,0-4,0,5,8139.501,7814.555,15954.056
Brazil,2006,5-9,5,5,8797.8,8469.208,17267.008
Brazil,2006,10-14,10,5,8785.325,8477.565,17262.89
Brazil,2006,15-19,15,5,8845.905,8600.177,17446.082
Brazil,2006,20-24,20,5,8999.155999999999,8873.309000000001,17872.465
Brazil,2006,25-29,25,5,8273.457,8281.883,16555.34
Brazil,2006,30-34,30,5,7273.637,7397.427,14671.063999999998
Brazil,2006,35-39,35,5,6751.954000000001,6978.808000000001,13730.761999999999
Brazil,2006,40-44,40,5,6282.126,6582.613,12864.739
Brazil,2006,45-49,45,5,5362.923000000001,5691.253000000001,11054.176000000001
Brazil,2006,50-54,50,5,4439.642,4780.137,9219.779
Brazil,2006,55-59,55,5,3460.1290000000004,3800.94,7261.069
Brazil,2006,60-64,60,5,2537.183,2869.842,5407.025
Brazil,2006,65-69,65,5,1993.378,2360.536,4353.914000000001
Brazil,2006,70-74,70,5,1369.2479999999998,1729.405,3098.653
Brazil,2006,75-79,75,5,904.3739999999999,1252.518,2156.8920000000003
Brazil,2006,80-84,80,5,480.369,737.804,1218.173
Brazil,2006,85-89,85,5,197.95,342.751,540.701
Brazil,2006,90-94,90,5,63.528999999999996,126.09200000000001,189.62099999999998
Brazil,2006,95-99,95,5,12.100999999999999,27.275,39.376
Brazil,2006,100+,100,-1,1.085,2.483,3.568
Brazil,2007,0-4,0,5,7981.715999999999,7660.844,15642.56
Brazil,2007,5-9,5,5,8718.394,8390.854,17109.248
Brazil,2007,10-14,10,5,8805.517,8493.264000000001,17298.781000000003
Brazil,2007,15-19,15,5,8799.225,8548.315,17347.54
Brazil,2007,20-24,20,5,8977.326,8842.99,17820.316000000003
Brazil,2007,25-29,25,5,8459.733,8459.845,16919.578
Brazil,2007,30-34,30,5,7429.597,7546.618,14976.215
Brazil,2007,35-39,35,5,6798.084,7020.7519999999995,13818.836000000001
Brazil,2007,40-44,40,5,6368.309,6674.259,13042.568000000001
Brazil,2007,45-49,45,5,5534.251,5877.473000000001,11411.723999999998
Brazil,2007,50-54,50,5,4572.88,4930.875,9503.755
Brazil,2007,55-59,55,5,3609.47,3970.341,7579.811
Brazil,2007,60-64,60,5,2649.327,2999.095,5648.422
Brazil,2007,65-69,65,5,2025.4589999999998,2400.326,4425.785
Brazil,2007,70-74,70,5,1439.9779999999998,1815.743,3255.7209999999995
Brazil,2007,75-79,75,5,922.8810000000001,1276.96,2199.841
Brazil,2007,80-84,80,5,512.846,786.735,1299.5810000000001
Brazil,2007,85-89,85,5,210.778,364.664,575.442
Brazil,2007,90-94,90,5,68.642,134.465,203.107
Brazil,2007,95-99,95,5,14.872,32.693000000000005,47.565
Brazil,2007,100+,100,-1,1.224,2.825,4.0489999999999995
Brazil,2008,0-4,0,5,7855.088000000001,7537.901,15392.989
Brazil,2008,5-9,5,5,8596.141,8271.18,16867.321
Brazil,2008,10-14,10,5,8830.541,8514.21,17344.751
Brazil,2008,15-19,15,5,8762.753,8504.386999999999,17267.14
Brazil,2008,20-24,20,5,8917.412,8774.018,17691.43
Brazil,2008,25-29,25,5,8628.514000000001,8621.145,17249.659
Brazil,2008,30-34,30,5,7603.630999999999,7714.191999999999,15317.823
Brazil,2008,35-39,35,5,6848.598000000001,7065.215999999999,13913.813999999998
Brazil,2008,40-44,40,5,6436.433000000001,6745.146,13181.579
Brazil,2008,45-49,45,5,5705.751,6062.945,11768.696000000002
Brazil,2008,50-54,50,5,4704.488,5078.357,9782.845
Brazil,2008,55-59,55,5,3760.452,4141.54,7901.991999999999
Brazil,2008,60-64,60,5,2777.737,3147.4709999999995,5925.2080000000005
Brazil,2008,65-69,65,5,2056.891,2437.906,4494.7970000000005
Brazil,2008,70-74,70,5,1515.7279999999998,1910.406,3426.134
Brazil,2008,75-79,75,5,942.4110000000001,1302.738,2245.149
Brazil,2008,80-84,80,5,543.587,835.873,1379.46
Brazil,2008,85-89,85,5,221.24900000000002,385.439,606.688
Brazil,2008,90-94,90,5,72.56,141.471,214.03099999999998
Brazil,2008,95-99,95,5,17.116,37.135999999999996,54.251999999999995
Brazil,2008,100+,100,-1,1.385,3.219,4.604
Brazil,2009,0-4,0,5,7748.575,7433.904,15182.479
Brazil,2009,5-9,5,5,8447.348,8126.196,16573.543999999998
Brazil,2009,10-14,10,5,8840.381,8520.904,17361.285
Brazil,2009,15-19,15,5,8741.58,8473.412,17214.992
Brazil,2009,20-24,20,5,8849.511999999999,8696.344000000001,17545.856
Brazil,2009,25-29,25,5,8758.493,8744.062,17502.555
Brazil,2009,30-34,30,5,7785.651,7889.848000000001,15675.499
Brazil,2009,35-39,35,5,6919.988,7129.557,14049.545
Brazil,2009,40-44,40,5,6495.891,6804.932,13300.823
Brazil,2009,45-49,45,5,5862.445,6231.743,12094.188
Brazil,2009,50-54,50,5,4844.339,5232.9490000000005,10077.288
Brazil,2009,55-59,55,5,3910.467,4311.607,8222.074
Brazil,2009,60-64,60,5,2914.585,3305.547,6220.132
Brazil,2009,65-69,65,5,2104.189,2492.708,4596.897
Brazil,2009,70-74,70,5,1584.57,1998.1979999999999,3582.768
Brazil,2009,75-79,75,5,971.613,1341.545,2313.158
Brazil,2009,80-84,80,5,569.243,880.033,1449.276
Brazil,2009,85-89,85,5,231.705,408.981,640.686
Brazil,2009,90-94,90,5,74.664,147.113,221.77700000000002
Brazil,2009,95-99,95,5,17.741,38.705999999999996,56.446999999999996
Brazil,2009,100+,100,-1,1.569,3.667,5.236000000000001
Brazil,2010,0-4,0,5,7654.1,7339.9490000000005,14994.048999999999
Brazil,2010,5-9,5,5,8298.351,7981.765,16280.116000000002
Brazil,2010,10-14,10,5,8814.964,8493.572,17308.536
Brazil,2010,15-19,15,5,8736.084,8456.902,17192.986
Brazil,2010,20-24,20,5,8793.324,8629.177,17422.501
Brazil,2010,25-29,25,5,8837.081,8815.205,17652.286
Brazil,2010,30-34,30,5,7966.678000000001,8064.613,16031.291000000001
Brazil,2010,35-39,35,5,7021.273,7223.687,14244.96
Brazil,2010,40-44,40,5,6553.19,6860.389,13413.579
Brazil,2010,45-49,45,5,5995.068,6373.749,12368.817
Brazil,2010,50-54,50,5,4997.01,5399.858,10396.868
Brazil,2010,55-59,55,5,4057.864,4478.295,8536.159
Brazil,2010,60-64,60,5,3054.9970000000003,3467.236,6522.233
Brazil,2010,65-69,65,5,2176.106,2575.811,4751.917
Brazil,2010,70-74,70,5,1641.1329999999998,2071.225,3712.3579999999997
Brazil,2010,75-79,75,5,1014.046,1398.6879999999999,2412.734
Brazil,2010,80-84,80,5,589.427,917.6510000000001,1507.078
Brazil,2010,85-89,85,5,242.94400000000002,436.37699999999995,679.321
Brazil,2010,90-94,90,5,74.869,152.864,227.733
Brazil,2010,95-99,95,5,15.982000000000001,36.181,52.163000000000004
Brazil,2010,100+,100,-1,1.778,4.1739999999999995,5.952000000000001
Brazil,2011,0-4,0,5,7567.714,7250.905,14818.618999999999
Brazil,2011,5-9,5,5,8163.9,7850.109,16014.008999999998
Brazil,2011,10-14,10,5,8756.269,8436.438,17192.707
Brazil,2011,15-19,15,5,8739.981,8459.644,17199.625
Brazil,2011,20-24,20,5,8746.534,8573.542,17320.076
Brazil,2011,25-29,25,5,8872.555,8840.084,17712.639
Brazil,2011,30-34,30,5,8150.893,8241.593,16392.486
Brazil,2011,35-39,35,5,7150.579000000001,7346.887,14497.466
Brazil,2011,40-44,40,5,6606.476,6910.533,13517.008999999998
Brazil,2011,45-49,45,5,6102.599,6488.936,12591.535
Brazil,2011,50-54,50,5,5153.303,5573.203,10726.506000000001
Brazil,2011,55-59,55,5,4194.583,4633.67,8828.253
Brazil,2011,60-64,60,5,3190.578,3625.989,6816.566999999999
Brazil,2011,65-69,65,5,2258.902,2674.6859999999997,4933.588
Brazil,2011,70-74,70,5,1680.8429999999998,2119.605,3800.448
Brazil,2011,75-79,75,5,1064.48,1462.0079999999998,2526.488
Brazil,2011,80-84,80,5,612.323,949.2719999999999,1561.595
Brazil,2011,85-89,85,5,267.827,475.163,742.99
Brazil,2011,90-94,90,5,84.671,171.518,256.189
Brazil,2011,95-99,95,5,18.160999999999998,40.821999999999996,58.983000000000004
Brazil,2011,100+,100,-1,2.015,4.748,6.763
Brazil,2012,0-4,0,5,7521.165,7200.534000000001,14721.698999999999
Brazil,2012,5-9,5,5,8024.079000000001,7712.518,15736.597
Brazil,2012,10-14,10,5,8664.556999999999,8346.333,17010.89
Brazil,2012,15-19,15,5,8761.565999999999,8479.194,17240.76
Brazil,2012,20-24,20,5,8702.896999999999,8521.886,17224.783
Brazil,2012,25-29,25,5,8852.992,8809.76,17662.752
Brazil,2012,30-34,30,5,8335.118,8418.726999999999,16753.845
Brazil,2012,35-39,35,5,7305.1269999999995,7495.611,14800.738000000001
Brazil,2012,40-44,40,5,6653.889,6952.705,13606.594
Brazil,2012,45-49,45,5,6188.8859999999995,6579.687,12768.573
Brazil,2012,50-54,50,5,5320.689,5756.951999999999,11077.641000000001
Brazil,2012,55-59,55,5,4324.758,4781.4,9106.158000000001
Brazil,2012,60-64,60,5,3332.0840000000003,3790.2209999999995,7122.305
Brazil,2012,65-69,65,5,2361.052,2797.8590000000004,5158.911
Brazil,2012,70-74,70,5,1710.215,2156.012,3866.2270000000003
Brazil,2012,75-79,75,5,1124.782,1539.943,2664.725
Brazil,2012,80-84,80,5,629.482,974.279,1603.761
Brazil,2012,85-89,85,5,291.265,514.345,805.61
Brazil,2012,90-94,90,5,92.07700000000001,186.12400000000002,278.20099999999996
Brazil,2012,95-99,95,5,21.37,47.472,68.842
Brazil,2012,100+,100,-1,2.281,5.399,7.68
Brazil,2013,0-4,0,5,7500.3240000000005,7175.156999999999,14675.481000000002
Brazil,2013,5-9,5,5,7884.126,7574.16,15458.286
Brazil,2013,10-14,10,5,8547.617,8231.553,16779.17
Brazil,2013,15-19,15,5,8788.428,8502.099,17290.527
Brazil,2013,20-24,20,5,8667.423,8479.104,17146.527
Brazil,2013,25-29,25,5,8796.199,8742.418,17538.617
Brazil,2013,30-34,30,5,8504.315,8580.838,17085.153000000002
Brazil,2013,35-39,35,5,7478.880999999999,7663.648,15142.528999999999
Brazil,2013,40-44,40,5,6706.596,6998.741,13705.337
Brazil,2013,45-49,45,5,6259.293000000001,6651.753000000001,12911.046
Brazil,2013,50-54,50,5,5489.954000000001,5940.706999999999,11430.661
Brazil,2013,55-59,55,5,4453.95,4927.717000000001,9381.667
Brazil,2013,60-64,60,5,3477.63,3957.539,7435.169
Brazil,2013,65-69,65,5,2478.345,2939.53,5417.875
Brazil,2013,70-74,70,5,1739.6660000000002,2193.121,3932.7870000000003
Brazil,2013,75-79,75,5,1188.401,1623.714,2812.115
Brazil,2013,80-84,80,5,646.432,1000.466,1646.898
Brazil,2013,85-89,85,5,310.519,550.388,860.9069999999999
Brazil,2013,90-94,90,5,98.60799999999999,200.112,298.72
Brazil,2013,95-99,95,5,24.147,53.563,77.71
Brazil,2013,100+,100,-1,2.577,6.145,8.722000000000001
Brazil,2014,0-4,0,5,7489.945,7160.552,14650.497
Brazil,2014,5-9,5,5,7751.411999999999,7442.46,15193.872
Brazil,2014,10-14,10,5,8418.166,8104.436,16522.602
Brazil,2014,15-19,15,5,8798.347,8506.358,17304.705
Brazil,2014,20-24,20,5,8644.918,8449.481,17094.398999999998
Brazil,2014,25-29,25,5,8730.796999999999,8667.023000000001,17397.82
Brazil,2014,30-34,30,5,8636.451,8705.502,17341.953
Brazil,2014,35-39,35,5,7661.405,7840.201999999999,15501.607
Brazil,2014,40-44,40,5,6780.278,7065.22,13845.498
Brazil,2014,45-49,45,5,6322.214,6713.95,13036.163999999999
Brazil,2014,50-54,50,5,5646.26,6108.4890000000005,11754.749
Brazil,2014,55-59,55,5,4591.347,5082.1990000000005,9673.546
Brazil,2014,60-64,60,5,3623.962,4124.616,7748.578
Brazil,2014,65-69,65,5,2604.551,3091.1059999999998,5695.656999999999
Brazil,2014,70-74,70,5,1783.412,2248.353,4031.765
Brazil,2014,75-79,75,5,1245.802,1700.896,2946.698
Brazil,2014,80-84,80,5,669.559,1036.869,1706.4279999999999
Brazil,2014,85-89,85,5,325.277,583.063,908.34
Brazil,2014,90-94,90,5,103.5,213.22799999999998,316.728
Brazil,2014,95-99,95,5,25.244,56.977,82.221
Brazil,2014,100+,100,-1,2.905,7.0120000000000005,9.917
Brazil,2015,0-4,0,5,7480.101,7147.35,14627.451000000001
Brazil,2015,5-9,5,5,7634.283,7325.956999999999,14960.24
Brazil,2015,10-14,10,5,8284.209,7972.35,16256.559
Brazil,2015,15-19,15,5,8775.962,8477.857,17253.819
Brazil,2015,20-24,20,5,8637.815,8434.429,17072.244
Brazil,2015,25-29,25,5,8675.545,8602.303,17277.848
Brazil,2015,30-34,30,5,8718.052,8779.04,17497.092
Brazil,2015,35-39,35,5,7843.898,8016.361,15860.258999999998
Brazil,2015,40-44,40,5,6883.918000000001,7161.717,14045.635
Brazil,2015,45-49,45,5,6383.618,6772.503000000001,13156.121000000001
Brazil,2015,50-54,50,5,5780.368,6250.65,12031.018
Brazil,2015,55-59,55,5,4741.856,5249.358,9991.214
Brazil,2015,60-64,60,5,3768.616,4289.234,8057.85
Brazil,2015,65-69,65,5,2736.132,3247.42,5983.552
Brazil,2015,70-74,70,5,1849.0729999999999,2330.854,4179.927
Brazil,2015,75-79,75,5,1292.8419999999999,1765.996,3058.8379999999997
Brazil,2015,80-84,80,5,701.679,1087.2939999999999,1788.973
Brazil,2015,85-89,85,5,335.32300000000004,611.0830000000001,946.4060000000001
Brazil,2015,90-94,90,5,107.303,228.31099999999998,335.61400000000003
Brazil,2015,95-99,95,5,23.656999999999996,56.158,79.815
Brazil,2015,100+,100,-1,3.266,8.017999999999999,11.284
Brazil,2016,0-4,0,5,7519.969,7180.528,14700.497
Brazil,2016,5-9,5,5,7544.149,7235.264,14779.413
Brazil,2016,10-14,10,5,8142.659000000001,7835.361,15978.02
Brazil,2016,15-19,15,5,8712.638,8420.427,17133.065
Brazil,2016,20-24,20,5,8645.259,8436.815999999999,17082.075
Brazil,2016,25-29,25,5,8629.72,8545.437,17175.157
Brazil,2016,30-34,30,5,8749.818000000001,8801.846,17551.664
Brazil,2016,35-39,35,5,8023.379,8190.964,16214.343
Brazil,2016,40-44,40,5,7010.218000000001,7282.326,14292.544
Brazil,2016,45-49,45,5,6434.286,6820.41,13254.696000000002
Brazil,2016,50-54,50,5,5883.5380000000005,6363.004,12246.542
Brazil,2016,55-59,55,5,4891.598,5416.916,10308.514000000001
Brazil,2016,60-64,60,5,3893.757,4437.701,8331.458
Brazil,2016,65-69,65,5,2860.421,3396.321,6256.741999999999
Brazil,2016,70-74,70,5,1924.832,2422.127,4346.959
Brazil,2016,75-79,75,5,1326.795,1808.9260000000002,3135.7209999999995
Brazil,2016,80-84,80,5,746.699,1143.493,1890.192
Brazil,2016,85-89,85,5,356.526,642.2280000000001,998.7539999999999
Brazil,2016,90-94,90,5,123.273,259.075,382.348
Brazil,2016,95-99,95,5,26.995,64.51899999999999,91.514
Brazil,2016,100+,100,-1,3.6630000000000003,9.175,12.838
Brazil,2017,0-4,0,5,7522.781999999999,7181.616,14704.398000000001
Brazil,2017,5-9,5,5,7490.039000000001,7177.951999999999,14667.991000000002
Brazil,2017,10-14,10,5,7999.32,7694.5830000000005,15693.903
Brazil,2017,15-19,15,5,8621.479,8334.18,16955.659
Brazil,2017,20-24,20,5,8672.597,8460.037,17132.634
Brazil,2017,25-29,25,5,8591.190999999999,8496.918,17088.109
Brazil,2017,30-34,30,5,8732.999,8774.226,17507.225
Brazil,2017,35-39,35,5,8207.338,8369.868,16577.206000000002
Brazil,2017,40-44,40,5,7165.297,7432.145,14597.442
