Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
Brazil,1950,0-4,0,5,4532.746,4450.852,8983.598
Brazil,1950,5-9,5,5,3522.8259999999996,3489.723,7012.549
Brazil,1950,10-14,10,5,3230.429,3205.435,6435.8640000000005
Brazil,1950,15-19,15,5,2710.739,2693.802,5404.541
Brazil,1950,20-24,20,5,2514.5,2501.353,5015.853
Brazil,1950,25-29,25,5,2068.496,2058.802,4127.298
Brazil,1950,30-34,30,5,1718.231,1726.38,3444.611
Brazil,1950,35-39,35,5,1524.924,1545.989,3070.913
Brazil,1950,40-44,40,5,1276.935,1314.579,2591.514
Brazil,1950,45-49,45,5,1009.5269999999999,1072.348,2081.875
Brazil,1950,50-54,50,5,856.456,960.0319999999999,1816.4879999999998
Brazil,1950,55-59,55,5,633.286,729.171,1362.457
Brazil,1950,60-64,60,5,461.184,560.439,1021.623
Brazil,1950,65-69,65,5,329.779,393.339,723.118
Brazil,1950,70-74,70,5,206.46,256.16900000000004,462.629
Brazil,1950,75-79,75,5,116.098,151.026,267.124
Brazil,1950,80-84,80,5,24.835,34.508,59.343
Brazil,1950,85-89,85,5,17.759,24.22,41.979
Brazil,1950,90-94,90,5,11.118,15.773,26.891
Brazil,1950,95-99,95,5,6.251,9.298,15.549000000000001
Brazil,1950,100+,100,-1,3.4130000000000003,5.497999999999999,8.911
Brazil,1951,0-4,0,5,4765.169,4678.225,9443.394
Brazil,1951,5-9,5,5,3627.17,3592.8920000000003,7220.062
Brazil,1951,10-14,10,5,3288.887,3265.495,6554.382
Brazil,1951,15-19,15,5,2786.9709999999995,2770.6259999999997,5557.597
Brazil,1951,20-24,20,5,2555.735,2543.641,5099.376
Brazil,1951,25-29,25,5,2148.535,2138.167,4286.702
Brazil,1951,30-34,30,5,1763.055,1768.649,3531.704
Brazil,1951,35-39,35,5,1552.1670000000001,1571.5829999999999,3123.75
Brazil,1951,40-44,40,5,1318.276,1353.11,2671.386
Brazil,1951,45-49,45,5,1041.035,1098.106,2139.141
Brazil,1951,50-54,50,5,874.7260000000001,974.2589999999999,1848.985
Brazil,1951,55-59,55,5,660.184,758.058,1418.2420000000002
Brazil,1951,60-64,60,5,474.624,575.891,1050.515
Brazil,1951,65-69,65,5,337.92900000000003,407.84,745.7689999999999
Brazil,1951,70-74,70,5,213.106,264.41700000000003,477.523
Brazil,1951,75-79,75,5,121.81700000000001,159.157,280.974
Brazil,1951,80-84,80,5,32.677,44.955,77.632
Brazil,1951,85-89,85,5,14.597999999999999,20.246,34.844
Brazil,1951,90-94,90,5,10.345999999999998,14.588,24.934
Brazil,1951,95-99,95,5,5.051,7.593,12.644
Brazil,1951,100+,100,-1,2.608,4.249,6.857
Brazil,1952,0-4,0,5,4952.938,4862.081,9815.019
Brazil,1952,5-9,5,5,3770.12,3733.7529999999997,7503.8730000000005
Brazil,1952,10-14,10,5,3330.9509999999996,3308.526,6639.477
Brazil,1952,15-19,15,5,2894.953,2878.312,5773.265
Brazil,1952,20-24,20,5,2579.802,2568.1420000000003,5147.944
Brazil,1952,25-29,25,5,2239.885,2229.303,4469.188
Brazil,1952,30-34,30,5,1817.682,1819.779,3637.461
Brazil,1952,35-39,35,5,1577.1870000000001,1594.796,3171.9829999999997
Brazil,1952,40-44,40,5,1360.4979999999998,1392.435,2752.933
Brazil,1952,45-49,45,5,1081.713,1134.13,2215.843
Brazil,1952,50-54,50,5,888.773,981.19,1869.963
Brazil,1952,55-59,55,5,692.0110000000001,793.6310000000001,1485.642
Brazil,1952,60-64,60,5,490.233,590.852,1081.085
Brazil,1952,65-69,65,5,346.254,424.274,770.528
Brazil,1952,70-74,70,5,221.142,273.95599999999996,495.098
Brazil,1952,75-79,75,5,124.711,164.067,288.778
Brazil,1952,80-84,80,5,42.248000000000005,58.146,100.39399999999999
Brazil,1952,85-89,85,5,10.905999999999999,15.544,26.45
Brazil,1952,90-94,90,5,9.457,13.277999999999999,22.735
Brazil,1952,95-99,95,5,4.317,6.497000000000001,10.814
Brazil,1952,100+,100,-1,1.955,3.23,5.185
Brazil,1953,0-4,0,5,5125.605,5031.492,10157.097
Brazil,1953,5-9,5,5,3943.4120000000003,3904.842,7848.254
Brazil,1953,10-14,10,5,3362.8920000000003,3340.7870000000003,6703.679
Brazil,1953,15-19,15,5,3015.158,2997.827,6012.985
Brazil,1953,20-24,20,5,2596.022,2584.373,5180.395
Brazil,1953,25-29,25,5,2331.413,2320.979,4652.392
Brazil,1953,30-34,30,5,1879.4579999999999,1877.66,3757.118
Brazil,1953,35-39,35,5,1601.5279999999998,1617.0639999999999,3218.592
Brazil,1953,40-44,40,5,1400.567,1429.5729999999999,2830.14
Brazil,1953,45-49,45,5,1127.267,1175.738,2303.005
Brazil,1953,50-54,50,5,901.4680000000001,984.9019999999999,1886.37
Brazil,1953,55-59,55,5,724.985,830.51,1555.495
Brazil,1953,60-64,60,5,507.985,606.571,1114.556
Brazil,1953,65-69,65,5,355.024,441.495,796.5189999999999
Brazil,1953,70-74,70,5,229.702,284.393,514.095
Brazil,1953,75-79,75,5,126.354,167.642,293.996
Brazil,1953,80-84,80,5,50.881,70.729,121.61
Brazil,1953,85-89,85,5,8.254,12.148,20.402
Brazil,1953,90-94,90,5,8.093,11.425,19.518
Brazil,1953,95-99,95,5,3.677,5.535,9.212
Brazil,1953,100+,100,-1,1.435,2.411,3.846
Brazil,1954,0-4,0,5,5288.578,5191.193,10479.771
Brazil,1954,5-9,5,5,4130.11,4089.8190000000004,8219.929
Brazil,1954,10-14,10,5,3407.4359999999997,3385.05,6792.486
Brazil,1954,15-19,15,5,3122.745,3104.7529999999997,6227.4980000000005
Brazil,1954,20-24,20,5,2625.2129999999997,2613.266,5238.479
Brazil,1954,25-29,25,5,2410.95,2400.635,4811.585
Brazil,1954,30-34,30,5,1947.9270000000001,1942.5810000000001,3890.508
Brazil,1954,35-39,35,5,1630.9279999999999,1643.882,3274.81
Brazil,1954,40-44,40,5,1437.0520000000001,1463.156,2900.208
Brazil,1954,45-49,45,5,1173.272,1217.925,2391.197
Brazil,1954,50-54,50,5,919.0260000000001,993.6310000000001,1912.6570000000002
Brazil,1954,55-59,55,5,754.93,862.275,1617.205
Brazil,1954,60-64,60,5,528.7909999999999,626.036,1154.827
Brazil,1954,65-69,65,5,365.222,458.585,823.807
Brazil,1954,70-74,70,5,237.963,295.756,533.719
Brazil,1954,75-79,75,5,128.498,171.896,300.394
Brazil,1954,80-84,80,5,56.351000000000006,79.725,136.076
Brazil,1954,85-89,85,5,7.75,11.66,19.41
Brazil,1954,90-94,90,5,6.142,8.904,15.046
Brazil,1954,95-99,95,5,2.801,4.277,7.077999999999999
Brazil,1954,100+,100,-1,1.031,1.7690000000000001,2.8
Brazil,1955,0-4,0,5,5450.482,5348.84,10799.322
Brazil,1955,5-9,5,5,4303.875,4262.947,8566.822
Brazil,1955,10-14,10,5,3483.647,3460.772,6944.419
Brazil,1955,15-19,15,5,3204.7659999999996,3186.2990000000004,6391.065
Brazil,1955,20-24,20,5,2680.448,2667.965,5348.4130000000005
Brazil,1955,25-29,25,5,2472.473,2462.016,4934.4890000000005
Brazil,1955,30-34,30,5,2022.7620000000002,2014.6970000000001,4037.4590000000003
Brazil,1955,35-39,35,5,1669.433,1679.195,3348.6279999999997
Brazil,1955,40-44,40,5,1469.826,1493.0770000000002,2962.903
Brazil,1955,45-49,45,5,1217.285,1257.969,2475.254
Brazil,1955,50-54,50,5,945.209,1012.35,1957.559
Brazil,1955,55-59,55,5,779.915,885.815,1665.73
Brazil,1955,60-64,60,5,553.129,650.845,1203.974
Brazil,1955,65-69,65,5,377.566,475.292,852.8580000000001
Brazil,1955,70-74,70,5,245.727,308.27099999999996,553.998
Brazil,1955,75-79,75,5,131.868,177.612,309.48
Brazil,1955,80-84,80,5,58.443999999999996,84.70700000000001,143.151
Brazil,1955,85-89,85,5,8.802999999999999,13.604000000000001,22.406999999999996
Brazil,1955,90-94,90,5,3.983,6.193,10.176
Brazil,1955,95-99,95,5,1.4269999999999998,2.376,3.803
Brazil,1955,100+,100,-1,0.7290000000000001,1.281,2.01
Brazil,1956,0-4,0,5,5628.604,5520.441,11149.045
Brazil,1956,5-9,5,5,4494.798,4448.817,8943.615
Brazil,1956,10-14,10,5,3589.278,3565.472,7154.75
Brazil,1956,15-19,15,5,3258.9770000000003,3240.614,6499.590999999999
Brazil,1956,20-24,20,5,2752.5809999999997,2740.0559999999996,5492.637
Brazil,1956,25-29,25,5,2510.106,2500.4539999999997,5010.56
Brazil,1956,30-34,30,5,2098.7889999999998,2089.856,4188.645
Brazil,1956,35-39,35,5,1711.338,1718.4189999999999,3429.757
Brazil,1956,40-44,40,5,1494.655,1516.165,3010.82
Brazil,1956,45-49,45,5,1255.115,1293.423,2548.538
Brazil,1956,50-54,50,5,973.804,1035.938,2009.7420000000002
Brazil,1956,55-59,55,5,795.831,898.3789999999999,1694.21
Brazil,1956,60-64,60,5,576.7040000000001,676.825,1253.529
Brazil,1956,65-69,65,5,389.023,488.695,877.7180000000001
Brazil,1956,70-74,70,5,252.19099999999997,320.6,572.7909999999999
Brazil,1956,75-79,75,5,137.662,184.174,321.836
Brazil,1956,80-84,80,5,62.443000000000005,90.045,152.488
Brazil,1956,85-89,85,5,12.827,19.577,32.404
Brazil,1956,90-94,90,5,3.266,5.159,8.425
Brazil,1956,95-99,95,5,1.182,1.992,3.174
Brazil,1956,100+,100,-1,0.512,0.922,1.4340000000000002
Brazil,1957,0-4,0,5,5784.456,5672.705,11457.161
Brazil,1957,5-9,5,5,4684.227,4633.259,9317.485999999999
Brazil,1957,10-14,10,5,3729.1679999999997,3703.337,7432.505
Brazil,1957,15-19,15,5,3292.302,3273.765,6566.066999999999
Brazil,1957,20-24,20,5,2853.71,2840.5159999999996,5694.226
Brazil,1957,25-29,25,5,2529.084,2519.854,5048.938
Brazil,1957,30-34,30,5,2184.095,2175.053,4359.148
Brazil,1957,35-39,35,5,1761.4560000000001,1765.089,3526.545
Brazil,1957,40-44,40,5,1516.371,1536.1429999999998,3052.514
Brazil,1957,45-49,45,5,1293.248,1329.055,2622.303
Brazil,1957,50-54,50,5,1010.26,1068.497,2078.757
Brazil,1957,55-59,55,5,807.4019999999999,903.944,1711.346
Brazil,1957,60-64,60,5,604.258,708.451,1312.7089999999998
Brazil,1957,65-69,65,5,401.782,501.32099999999997,903.1030000000001
Brazil,1957,70-74,70,5,258.337,334.17199999999997,592.509
Brazil,1957,75-79,75,5,143.55,191.15200000000002,334.702
Brazil,1957,80-84,80,5,64.696,93.316,158.012
Brazil,1957,85-89,85,5,16.972,25.773000000000003,42.745
Brazil,1957,90-94,90,5,2.516,4.0489999999999995,6.565
Brazil,1957,95-99,95,5,1.165,1.931,3.096
Brazil,1957,100+,100,-1,0.363,0.669,1.032
Brazil,1958,0-4,0,5,5928.133000000001,5814.531,11742.663999999999
Brazil,1958,5-9,5,5,4865.946,4810.939,9676.885
Brazil,1958,10-14,10,5,3896.656,3867.8459999999995,7764.5019999999995
Brazil,1958,15-19,15,5,3319.942,3300.991,6620.933000000001
Brazil,1958,20-24,20,5,2969.1490000000003,2954.9390000000003,5924.088000000001
Brazil,1958,25-29,25,5,2542.232,2533.081,5075.313
Brazil,1958,30-34,30,5,2270.772,2262.2039999999997,4532.976
Brazil,1958,35-39,35,5,1819.6270000000002,1819.527,3639.1540000000005
Brazil,1958,40-44,40,5,1538.493,1556.4560000000001,3094.949
Brazil,1958,45-49,45,5,1330.609,1363.764,2694.373
Brazil,1958,50-54,50,5,1051.968,1107.0919999999999,2159.06
Brazil,1958,55-59,55,5,818.445,907.543,1725.9879999999998
Brazil,1958,60-64,60,5,633.276,741.801,1375.0770000000002
Brazil,1958,65-69,65,5,416.45599999999996,515.0980000000001,931.554
Brazil,1958,70-74,70,5,264.971,348.44699999999995,613.418
Brazil,1958,75-79,75,5,149.161,198.875,348.036
Brazil,1958,80-84,80,5,65.86399999999999,95.50399999999999,161.368
Brazil,1958,85-89,85,5,20.142,30.583000000000002,50.725
Brazil,1958,90-94,90,5,2.123,3.471,5.593999999999999
Brazil,1958,95-99,95,5,1.1420000000000001,1.865,3.0069999999999997
Brazil,1958,100+,100,-1,0.266,0.496,0.762
Brazil,1959,0-4,0,5,6074.661,5959.529,12034.19
Brazil,1959,5-9,5,5,5036.332,4978.9490000000005,10015.280999999999
Brazil,1959,10-14,10,5,4075.812,4043.672,8119.484
Brazil,1959,15-19,15,5,3366.645,3346.928,6713.573
Brazil,1959,20-24,20,5,3074.55,3059.333,6133.883000000001
Brazil,1959,25-29,25,5,2569.5589999999997,2560.221,5129.78
Brazil,1959,30-34,30,5,2346.681,2338.737,4685.418
Brazil,1959,35-39,35,5,1885.104,1881.76,3766.864
Brazil,1959,40-44,40,5,1566.259,1582.079,3148.3379999999997
Brazil,1959,45-49,45,5,1365.494,1395.933,2761.427
Brazil,1959,50-54,50,5,1094.788,1146.992,2241.78
Brazil,1959,55-59,55,5,834.545,916.525,1751.07
Brazil,1959,60-64,60,5,659.916,771.0039999999999,1430.92
Brazil,1959,65-69,65,5,433.931,532.6519999999999,966.5830000000001
Brazil,1959,70-74,70,5,272.869,362.651,635.52
Brazil,1959,75-79,75,5,154.03,207.502,361.532
Brazil,1959,80-84,80,5,66.667,97.589,164.25599999999997
Brazil,1959,85-89,85,5,21.688000000000002,33.196,54.88399999999999
Brazil,1959,90-94,90,5,2.056,3.403,5.459
Brazil,1959,95-99,95,5,0.963,1.581,2.544
Brazil,1959,100+,100,-1,0.205,0.381,0.586
Brazil,1960,0-4,0,5,6237.615,6119.8009999999995,12357.416000000001
Brazil,1960,5-9,5,5,5194.038,5136.544,10330.582
Brazil,1960,10-14,10,5,4252.013,4217.119000000001,8469.132
Brazil,1960,15-19,15,5,3448.0440000000003,3427.065,6875.109
Brazil,1960,20-24,20,5,3155.797,3139.781,6295.578
Brazil,1960,25-29,25,5,2622.765,2613.058,5235.823
Brazil,1960,30-34,30,5,2405.05,2397.585,4802.635
Brazil,1960,35-39,35,5,1956.719,1951.152,3907.8709999999996
Brazil,1960,40-44,40,5,1602.905,1616.058,3218.9629999999997
Brazil,1960,45-49,45,5,1396.995,1424.7979999999998,2821.7929999999997
Brazil,1960,50-54,50,5,1136.14,1185.246,2321.386
Brazil,1960,55-59,55,5,858.789,934.9760000000001,1793.765
Brazil,1960,60-64,60,5,682.1610000000001,792.998,1475.1589999999999
Brazil,1960,65-69,65,5,454.60699999999997,555.165,1009.7719999999999
Brazil,1960,70-74,70,5,282.413,376.56,658.9730000000001
Brazil,1960,75-79,75,5,158.194,217.053,375.24699999999996
Brazil,1960,80-84,80,5,67.425,100.10700000000001,167.532
Brazil,1960,85-89,85,5,21.428,33.541,54.968999999999994
Brazil,1960,90-94,90,5,2.055,3.5260000000000002,5.581
Brazil,1960,95-99,95,5,0.5379999999999999,0.9440000000000001,1.482
Brazil,1960,100+,100,-1,0.165,0.302,0.467
Brazil,1961,0-4,0,5,6406.889,6283.345,12690.233999999999
Brazil,1961,5-9,5,5,5377.1990000000005,5314.816999999999,10692.016000000001
Brazil,1961,10-14,10,5,4426.859,4389.433,8816.292
Brazil,1961,15-19,15,5,3556.282,3534.637,7090.919
Brazil,1961,20-24,20,5,3211.925,3196.95,6408.875
Brazil,1961,25-29,25,5,2697.083,2687.782,5384.865
Brazil,1961,30-34,30,5,2444.768,2438.675,4883.443
Brazil,1961,35-39,35,5,2032.0929999999998,2027.205,4059.298
Brazil,1961,40-44,40,5,1644.6570000000002,1656.329,3300.986
Brazil,1961,45-49,45,5,1421.404,1448.869,2870.2729999999997
Brazil,1961,50-54,50,5,1172.601,1220.264,2392.865
Brazil,1961,55-59,55,5,886.3960000000001,958.2339999999999,1844.63
Brazil,1961,60-64,60,5,696.507,805.0210000000001,1501.5279999999998
Brazil,1961,65-69,65,5,475.31199999999995,578.9069999999999,1054.219
Brazil,1961,70-74,70,5,292.188,388.07099999999997,680.2589999999999
Brazil,1961,75-79,75,5,163.987,226.736,390.723
Brazil,1961,80-84,80,5,72.32300000000001,106.044,178.36700000000002
Brazil,1961,85-89,85,5,23.881,37.336,61.217
Brazil,1961,90-94,90,5,3.255,5.432,8.687000000000001
Brazil,1961,95-99,95,5,0.45899999999999996,0.805,1.264
Brazil,1961,100+,100,-1,0.135,0.243,0.37799999999999995
Brazil,1962,0-4,0,5,6590.014,6462.642,13052.656
Brazil,1962,5-9,5,5,5546.783,5480.694,11027.476999999999
Brazil,1962,10-14,10,5,4604.420999999999,4564.147,9168.568000000001
Brazil,1962,15-19,15,5,3696.4509999999996,3673.136,7369.5869999999995
Brazil,1962,20-24,20,5,3245.0009999999997,3231.092,6476.093000000001
Brazil,1962,25-29,25,5,2797.805,2788.895,5586.7
Brazil,1962,30-34,30,5,2465.048,2459.929,4924.977
Brazil,1962,35-39,35,5,2115.803,2112.2729999999997,4228.076
Brazil,1962,40-44,40,5,1693.45,1703.1760000000002,3396.6259999999997
Brazil,1962,45-49,45,5,1442.3110000000001,1469.514,2911.825
Brazil,1962,50-54,50,5,1208.955,1255.3110000000001,2464.266
Brazil,1962,55-59,55,5,920.6260000000001,989.53,1910.156
Brazil,1962,60-64,60,5,707.02,810.6669999999999,1517.6870000000001
Brazil,1962,65-69,65,5,499.06800000000004,607.321,1106.389
Brazil,1962,70-74,70,5,302.279,398.798,701.077
Brazil,1962,75-79,75,5,168.916,236.86,405.776
Brazil,1962,80-84,80,5,76.593,111.22,187.813
Brazil,1962,85-89,85,5,25.394000000000002,39.769,65.163
Brazil,1962,90-94,90,5,4.527,7.416,11.943
Brazil,1962,95-99,95,5,0.423,0.747,1.17
Brazil,1962,100+,100,-1,0.109,0.195,0.304
Brazil,1963,0-4,0,5,6776.72,6646.672,13423.392
Brazil,1963,5-9,5,5,5700.346,5632.396,11332.742
Brazil,1963,10-14,10,5,4784.919,4741.585999999999,9526.505
Brazil,1963,15-19,15,5,3860.8070000000002,3835.0490000000004,7695.856
Brazil,1963,20-24,20,5,3271.6279999999997,3258.47,6530.098000000001
Brazil,1963,25-29,25,5,2911.1259999999997,2902.8140000000003,5813.94
Brazil,1963,30-34,30,5,2478.926,2474.4610000000002,4953.387
Brazil,1963,35-39,35,5,2200.7529999999997,2198.821,4399.5740000000005
Brazil,1963,40-44,40,5,1749.4260000000002,1757.299,3506.725
Brazil,1963,45-49,45,5,1463.616,1490.355,2953.9709999999995
Brazil,1963,50-54,50,5,1244.476,1289.563,2534.0389999999998
Brazil,1963,55-59,55,5,959.1619999999999,1026.382,1985.5439999999999
Brazil,1963,60-64,60,5,717.561,814.835,1532.396
Brazil,1963,65-69,65,5,523.762,637.001,1160.763
Brazil,1963,70-74,70,5,313.538,410.539,724.077
Brazil,1963,75-79,75,5,173.593,247.41,421.00300000000004
Brazil,1963,80-84,80,5,79.862,115.791,195.653
Brazil,1963,85-89,85,5,26.052,40.875,66.92699999999999
Brazil,1963,90-94,90,5,5.5729999999999995,9.079,14.652000000000001
Brazil,1963,95-99,95,5,0.418,0.745,1.163
Brazil,1963,100+,100,-1,0.086,0.154,0.24
Brazil,1964,0-4,0,5,6947.262,6815.206,13762.468
Brazil,1964,5-9,5,5,5842.321,5774.519,11616.84
Brazil,1964,10-14,10,5,4965.62,4919.459,9885.079
Brazil,1964,15-19,15,5,4036.468,4007.8379999999997,8044.306
Brazil,1964,20-24,20,5,3318.454,3305.328,6623.781999999999
Brazil,1964,25-29,25,5,3014.8,3007.3379999999997,6022.138000000001
Brazil,1964,30-34,30,5,2507.1220000000003,2503.147,5010.269
Brazil,1964,35-39,35,5,2276.172,2275.569,4551.741
Brazil,1964,40-44,40,5,1812.965,1819.6170000000002,3632.5820000000003
Brazil,1964,45-49,45,5,1491.0970000000002,1516.891,3007.988
Brazil,1964,50-54,50,5,1278.117,1321.999,2600.116
Brazil,1964,55-59,55,5,998.887,1065.031,2063.9179999999997
Brazil,1964,60-64,60,5,733.405,824.582,1557.987
Brazil,1964,65-69,65,5,546.452,663.1419999999999,1209.594
Brazil,1964,70-74,70,5,327.11,425.769,752.8789999999999
Brazil,1964,75-79,75,5,178.66299999999998,258.04,436.70300000000003
Brazil,1964,80-84,80,5,81.893,120.11,202.003
Brazil,1964,85-89,85,5,26.1,41.077,67.17699999999999
Brazil,1964,90-94,90,5,5.928999999999999,9.767999999999999,15.697000000000001
Brazil,1964,95-99,95,5,0.396,0.7170000000000001,1.113
Brazil,1964,100+,100,-1,0.069,0.12300000000000001,0.192
Brazil,1965,0-4,0,5,7090.27,6956.251,14046.521
Brazil,1965,5-9,5,5,5980.001,5914.298000000001,11894.298999999999
Brazil,1965,10-14,10,5,5139.293,5091.394,10230.687
Brazil,1965,15-19,15,5,4214.978,4183.299,8398.277
Brazil,1965,20-24,20,5,3401.565,3387.5159999999996,6789.081
Brazil,1965,25-29,25,5,3095.9629999999997,3089.4179999999997,6185.380999999999
Brazil,1965,30-34,30,5,2561.522,2558.052,5119.5740000000005
Brazil,1965,35-39,35,5,2335.808,2336.062,4671.87
Brazil,1965,40-44,40,5,1883.753,1889.944,3773.697
Brazil,1965,45-49,45,5,1528.035,1552.386,3080.421
Brazil,1965,50-54,50,5,1309.348,1352.105,2661.453
Brazil,1965,55-59,55,5,1038.014,1103.097,2141.111
Brazil,1965,60-64,60,5,757.1339999999999,843.693,1600.8270000000002
Brazil,1965,65-69,65,5,565.8530000000001,683.4060000000001,1249.259
Brazil,1965,70-74,70,5,343.519,445.58,789.0989999999999
Brazil,1965,75-79,75,5,184.54,268.631,453.171
Brazil,1965,80-84,80,5,82.848,124.625,207.47299999999998
Brazil,1965,85-89,85,5,25.525,40.649,66.17399999999999
Brazil,1965,90-94,90,5,5.22,8.931000000000001,14.151
Brazil,1965,95-99,95,5,0.292,0.5529999999999999,0.845
Brazil,1965,100+,100,-1,0.057999999999999996,0.10400000000000001,0.162
Brazil,1966,0-4,0,5,7258.178000000001,7119.056,14377.233999999999
Brazil,1966,5-9,5,5,6147.851,6079.185,12227.036
Brazil,1966,10-14,10,5,5294.767,5246.2,10540.966999999999
Brazil,1966,15-19,15,5,4384.752,4352.445,8737.197
Brazil,1966,20-24,20,5,3505.735,3492.132,6997.866999999999
Brazil,1966,25-29,25,5,3149.135,3144.308,6293.443
Brazil,1966,30-34,30,5,2632.491,2630.845,5263.335999999999
Brazil,1966,35-39,35,5,2371.998,2375.065,4747.063
Brazil,1966,40-44,40,5,1955.422,1962.856,3918.278
Brazil,1966,45-49,45,5,1566.496,1590.477,3156.973
Brazil,1966,50-54,50,5,1331.001,1374.234,2705.235
Brazil,1966,55-59,55,5,1070.761,1135.296,2206.0570000000002
Brazil,1966,60-64,60,5,781.1389999999999,865.32,1646.4589999999998
Brazil,1966,65-69,65,5,577.571,693.586,1271.157
Brazil,1966,70-74,70,5,360.347,465.44300000000004,825.79
Brazil,1966,75-79,75,5,192.653,277.254,469.907
Brazil,1966,80-84,80,5,87.679,132.483,220.162
Brazil,1966,85-89,85,5,28.738000000000003,45.245,73.983
Brazil,1966,90-94,90,5,6.22,10.577,16.797
Brazil,1966,95-99,95,5,0.502,0.9179999999999999,1.42
Brazil,1966,100+,100,-1,0.051,0.09,0.141
Brazil,1967,0-4,0,5,7347.96,7207.552,14555.511999999999
Brazil,1967,5-9,5,5,6332.09,6260.885,12592.975
Brazil,1967,10-14,10,5,5449.645,5400.155,10849.8
Brazil,1967,15-19,15,5,4564.517,4530.517,9095.034
Brazil,1967,20-24,20,5,3645.8779999999997,3631.917,7277.795
Brazil,1967,25-29,25,5,3184.114,3180.917,6365.031
Brazil,1967,30-34,30,5,2733.377,2733.261,5466.638000000001
Brazil,1967,35-39,35,5,2393.248,2398.365,4791.613
Brazil,1967,40-44,40,5,2038.0970000000002,2047.595,4085.692
Brazil,1967,45-49,45,5,1614.277,1637.3529999999998,3251.63
Brazil,1967,50-54,50,5,1351.749,1395.374,2747.123
Brazil,1967,55-59,55,5,1105.3039999999999,1169.52,2274.824
Brazil,1967,60-64,60,5,812.211,895.419,1707.63
Brazil,1967,65-69,65,5,587.111,699.68,1286.7910000000002
Brazil,1967,70-74,70,5,379.64099999999996,489.86,869.5010000000001
Brazil,1967,75-79,75,5,200.416,285.284,485.7
Brazil,1967,80-84,80,5,91.59299999999999,139.822,231.415
Brazil,1967,85-89,85,5,31.289,48.63399999999999,79.923
Brazil,1967,90-94,90,5,6.937,11.725999999999999,18.663
Brazil,1967,95-99,95,5,0.863,1.544,2.407
Brazil,1967,100+,100,-1,0.043,0.075,0.11800000000000001
Brazil,1968,0-4,0,5,7383.37,7244.133000000001,14627.503
Brazil,1968,5-9,5,5,6523.379,6450.925,12974.303999999998
Brazil,1968,10-14,10,5,5603.943,5553.435,11157.378
Brazil,1968,15-19,15,5,4748.339,4711.734,9460.073
Brazil,1968,20-24,20,5,3812.3520000000003,3797.33,7609.682
Brazil,1968,25-29,25,5,3214.512,3212.8059999999996,6427.318
Brazil,1968,30-34,30,5,2848.531,2849.836,5698.366999999999
Brazil,1968,35-39,35,5,2410.56,2416.84,4827.4
Brazil,1968,40-44,40,5,2123.081,2135.334,4258.415
Brazil,1968,45-49,45,5,1670.441,1692.445,3362.886
Brazil,1968,50-54,50,5,1374.3,1417.889,2792.1890000000003
Brazil,1968,55-59,55,5,1139.9080000000001,1204.134,2344.042
Brazil,1968,60-64,60,5,847.934,931.0360000000001,1778.97
Brazil,1968,65-69,65,5,597.446,705.545,1302.991
Brazil,1968,70-74,70,5,399.515,515.589,915.1039999999999
Brazil,1968,75-79,75,5,208.425,294.433,502.858
Brazil,1968,80-84,80,5,94.71600000000001,146.343,241.05900000000003
Brazil,1968,85-89,85,5,32.825,50.56399999999999,83.389
Brazil,1968,90-94,90,5,7.4110000000000005,12.487,19.898
Brazil,1968,95-99,95,5,1.135,2.02,3.155
Brazil,1968,100+,100,-1,0.036000000000000004,0.062,0.098
Brazil,1969,0-4,0,5,7401.569,7263.884,14665.453000000001
Brazil,1969,5-9,5,5,6702.099,6630.505999999999,13332.605
Brazil,1969,10-14,10,5,5761.515,5710.238,11471.753
Brazil,1969,15-19,15,5,4928.741,4889.167,9817.908000000001
Brazil,1969,20-24,20,5,3988.922,3972.276,7961.198
Brazil,1969,25-29,25,5,3263.018,3262.453,6525.471
Brazil,1969,30-34,30,5,2952.991,2955.704,5908.695
Brazil,1969,35-39,35,5,2441.357,2448.236,4889.593
Brazil,1969,40-44,40,5,2197.6620000000003,2212.775,4410.437
Brazil,1969,45-49,45,5,1733.5929999999998,1754.918,3488.511
Brazil,1969,50-54,50,5,1402.547,1445.5079999999998,2848.055
Brazil,1969,55-59,55,5,1172.302,1236.789,2409.091
Brazil,1969,60-64,60,5,884.804,967.972,1852.776
Brazil,1969,65-69,65,5,612.385,716.51,1328.895
Brazil,1969,70-74,70,5,417.3,538.144,955.444
Brazil,1969,75-79,75,5,217.487,306.505,523.992
Brazil,1969,80-84,80,5,97.226,151.763,248.989
Brazil,1969,85-89,85,5,33.248000000000005,51.36,84.60799999999999
Brazil,1969,90-94,90,5,7.358,12.477,19.835
Brazil,1969,95-99,95,5,1.147,2.064,3.2110000000000003
Brazil,1969,100+,100,-1,0.031,0.055999999999999994,0.087
Brazil,1970,0-4,0,5,7432.355,7294.142,14726.497
Brazil,1970,5-9,5,5,6844.309,6776.431,13620.74
Brazil,1970,10-14,10,5,5926.48,5875.382,11801.862
Brazil,1970,15-19,15,5,5101.931,5059.625,10161.556
Brazil,1970,20-24,20,5,4165.452,4146.611,8312.063
Brazil,1970,25-29,25,5,3344.2140000000004,3344.224,6688.438
Brazil,1970,30-34,30,5,3032.683,3036.836,6069.519
Brazil,1970,35-39,35,5,2495.897,2503.283,4999.18
